Id,Label
AERON,Aeron
AERYS,Aerys
ALLISER_THORNE,Alliser
AREO,Areo
ARTHUR,Arthur
ARTHUR_CHILD,Arthur (child)
ARYA,Arya
BALON,Balon
BELICHO,Belicho
BENJEN,Benjen
BERIC,Beric
BIANCA,Bianca
BLACK_WALDER,Black Walder
BOBONO,Bobono
BOWEN_MARSH,Bowen
BRAN,Bran
BRIENNE,Brienne
BRONN,Bronn
BRYNDEN,Brynden
CAMELLO,Camello
CATELYN,Catelyn
CERSEI,Cersei
CLARENZO,Clarenzo
DAARIO,Daario
DAENERYS,Daenerys
DAVOS,Davos
DICKON,Dickon
DIM_DALBA,Dim Dalba
DOLOROUS_EDD,Dolorous Edd
DOM,Dom
DORAN,Doran
DOSH_KHALEEN_LEADER,Dosh Khaleen Leader
DROGO,Drogo
EDMURE,Edmure
ELLARIA,Ellaria
EURON,Euron
FLYNN,Flynn
GATINS,Gatins
GILLY,Gilly
GLOVER,Glover
GREY_WORM,Grey Worm
GUARD_CAPTAIN,Guard Captain
HARALD,Harald
HIGH_SPARROW,High Sparrow
HODOR,Hodor
HOSTER,Hoster
HOUND,Sandor
HOWLAND,Howland
IZEMBARO,Izembaro
JAIME,Jaime
JAQEN,Jaqen
JEOR,Jeor
JOFFREY,Joffrey
JON,Jon
JORAH,Jorah
KEVAN,Kevan
KHAL_MORO,Khal Moro
KINVARA,Kinvara
KRAZNYS_MO_NAKLOZ,Kraznys
LADY_CRANE,Lady Crane
LANCEL,Lancel
LEAF,Leaf
LEM,Lem
LHAZAREEN_WOMAN,Lhazareen Woman
LITTLE_SAM,Little Sam
LITTLEFINGER,Petyr
LORAS,Loras
LOTHAR,Lothar
LYANNA,Lyanna
LYANNA_MORMONT,Lyanna Mormont
MACE,Mace
MAESTER_AEMON,Aemon
MAESTER_CITADEL,Citadel Maester
MAESTER_DORNE,Dorne Maester
MAESTER_MORMONT,Mormont Maester
MAESTER_WOLKAN,Wolkan
MANCE,Mance
MANDERLY,Manderly
MARGAERY,Margaery
MEERA,Meera
MELESSA,Melessa
MELISANDRE,Melisandre
MINISA,Minisa
MISSANDEI,Missandei
MORGAN,Morgan
MOUNTAIN,Gregor
MYRANDA,Myranda
MYRCELLA,Myrcella
NED,Ned
NIGHT_KING,Night King
NYMERIA,Nymeria
OBARA,Obara
OBERYN,Oberyn
OLD_NAN,Old Nan
OLENNA,Olenna
OLLY,Olly
OSHA,Osha
OTHELL_YARWYCK,Othell
PODRICK,Podrick
PYCELLE,Pycelle
QYBURN,Qyburn
RAMSAY,Ramsay
RANDYLL,Randyll
RAY,Ray
RAZDAL,Razdal
RED_PRIEST,Red Priest
RICKARD_KARSTARK,Rickard Karstark
RICKARD_STARK,Rickard Stark
RICKON,Rickon
ROBB,Robb
ROBERT,Robert
ROBETT,Robett
ROBIN,Robin
RODRIK,Rodrik
ROOSE_BOLTON,Roose
SAM,Sam
SANSA,Sansa
SEPTA_UNELLA,Septa Unella
SHIREEN,Shireen
SMALLJON,Smalljon
SON_OF_EDMURE,Edmure's Son
SON_OFWALDA,Roose's Son
STANNIS,Stannis
TALLA,Talla
THEON,Theon
THOROS,Thoros
THREE_EYED_RAVEN,Three Eyed Raven
TOMMEN,Tommen
TORMUND,Tormund
TRYSTANE,Trystane
TYENE,Tyene
TYRION,Tyrion
TYWIN,Tywin
VALA,Vala
VARYS,Varys
WAIF,Waif
WALDA,Walda
WALDER,Walder
WUN_WUN,Wun Wun
YARA,Yara
YEZZAN,Yezzan
YOHN_ROYCE,Yohn
